Reaction,Order,Rall,R1,R2,Pall,P1,P2,P3,P4,Tmin,Tmax,A,n,Ea
C6H4C3H3C2H2->C11H9.,1,C6H4C3H3C2H2,C6H4C3H3C2H2,,C11H9.,C11H9.,,,,1000.0,2500.0,31700000000000.0,0.09,102000.0
C6H4C3H3C2H2->C9H7CHCH,1,C6H4C3H3C2H2,C6H4C3H3C2H2,,C9H7CHCH,C9H7CHCH,,,,1000.0,2500.0,58500000000000.0,0.05,106000.0
C9H7CHCH->C2H2+1H-inden-1-yl,1,C9H7CHCH,C9H7CHCH,,C2H2 | 1H-inden-1-yl,C2H2,1H-inden-1-yl,,,1000.0,2500.0,221000000000000.0,0.08,88500.0
C9H7CHCH->C6H4C3H3C2H2,1,C9H7CHCH,C9H7CHCH,,C6H4C3H3C2H2,C6H4C3H3C2H2,,,,1000.0,2500.0,6380000000000.0,-0.15,49800.0
"7-methyloxepinoxy->6-methyl-1,6-dioxo-2,4-hexadienyl",1,7-methyloxepinoxy,7-methyloxepinoxy,,"6-methyl-1,6-dioxo-2,4-hexadienyl","6-methyl-1,6-dioxo-2,4-hexadienyl",,,,300.0,2000.0,176000000000000.0,0.57,121000.0
"7-methyloxepinoxy->4-dioxirane-5-methyl-2,5-cyclohexadienyl radical",1,7-methyloxepinoxy,7-methyloxepinoxy,,"4-dioxirane-5-methyl-2,5-cyclohexadienyl radical","4-dioxirane-5-methyl-2,5-cyclohexadienyl radical",,,,300.0,2000.0,3180000000000.0,0.44,313000.0
"2-hydroxy-6-methylphenoxy->3-methyl-1,2-benzoquinone+H.",1,2-hydroxy-6-methylphenoxy,2-hydroxy-6-methylphenoxy,,"3-methyl-1,2-benzoquinone | H.","3-methyl-1,2-benzoquinone",H.,,,300.0,2000.0,160000000000000.0,1.08,291000.0
2-hydroxy-6-methylphenoxy->3-methyl-2-hydroperoxyphenyl,1,2-hydroxy-6-methylphenoxy,2-hydroxy-6-methylphenoxy,,3-methyl-2-hydroperoxyphenyl,3-methyl-2-hydroperoxyphenyl,,,,300.0,2000.0,46800000000000.0,0.62,526000.0
"3-methyloxepinoxy->6-methyl-1,6-dioxo-2,4-hexadienyl",1,3-methyloxepinoxy,3-methyloxepinoxy,,"6-methyl-1,6-dioxo-2,4-hexadienyl","6-methyl-1,6-dioxo-2,4-hexadienyl",,,,300.0,2000.0,64700000000000.0,0.65,107000.0
"3-methyloxepinoxy->4-dioxirane-5-methyl-2,5-cyclohexadienyl radical",1,3-methyloxepinoxy,3-methyloxepinoxy,,"4-dioxirane-5-methyl-2,5-cyclohexadienyl radical","4-dioxirane-5-methyl-2,5-cyclohexadienyl radical",,,,300.0,2000.0,2730000000000.0,0.42,323000.0
"6-methyl-5,6-dioxetane-2,4-cyclohexadienyl->C7H7O2",1,"6-methyl-5,6-dioxetane-2,4-cyclohexadienyl","6-methyl-5,6-dioxetane-2,4-cyclohexadienyl",,C7H7O2,C7H7O2,,,,300.0,2000.0,2160000000000.0,0.03,23400.0
"4-methyl-5,6-dioxetane-2,4-cyclohexadienyl->C7H7O2",1,"4-methyl-5,6-dioxetane-2,4-cyclohexadienyl","4-methyl-5,6-dioxetane-2,4-cyclohexadienyl",,C7H7O2,C7H7O2,,,,300.0,2000.0,1780000000000.0,0.08,13400.0
2-methylperoxyphenyl->C7H7O2,1,2-methylperoxyphenyl,2-methylperoxyphenyl,,C7H7O2,C7H7O2,,,,300.0,2000.0,19000000000.0,1.25,194000.0
2-phenylhydroperoxy-1-methylene->C7H7O2,1,2-phenylhydroperoxy-1-methylene,2-phenylhydroperoxy-1-methylene,,C7H7O2,C7H7O2,,,,300.0,2000.0,806000000000.0,-0.13,87400.0
2-phenylhydroperoxy-1-methylene->o-Quinone methide+.OH,1,2-phenylhydroperoxy-1-methylene,2-phenylhydroperoxy-1-methylene,,o-Quinone methide | .OH,o-Quinone methide,.OH,,,300.0,2000.0,24300000000000.0,0.23,31800.0
3-methyl-2-hydroperoxyphenyl->C7H7O2,1,3-methyl-2-hydroperoxyphenyl,3-methyl-2-hydroperoxyphenyl,,C7H7O2,C7H7O2,,,,300.0,2000.0,479000000000.0,0.07,68200.0
3-methyl-2-hydroperoxyphenyl->2-hydroxy-6-methylphenoxy,1,3-methyl-2-hydroperoxyphenyl,3-methyl-2-hydroperoxyphenyl,,2-hydroxy-6-methylphenoxy,2-hydroxy-6-methylphenoxy,,,,300.0,2000.0,366000000000.0,1.03,98300.0
"4-dioxirane-5-methyl-2,5-cyclohexadienyl radical->C7H7O2",1,"4-dioxirane-5-methyl-2,5-cyclohexadienyl radical","4-dioxirane-5-methyl-2,5-cyclohexadienyl radical",,C7H7O2,C7H7O2,,,,300.0,2000.0,5950000000000.0,0.03,38500.0
"4-dioxirane-5-methyl-2,5-cyclohexadienyl radical->7-methyloxepinoxy",1,"4-dioxirane-5-methyl-2,5-cyclohexadienyl radical","4-dioxirane-5-methyl-2,5-cyclohexadienyl radical",,7-methyloxepinoxy,7-methyloxepinoxy,,,,300.0,2000.0,6770000000000.0,0.14,59400.0
"4-dioxirane-5-methyl-2,5-cyclohexadienyl radical->3-methyloxepinoxy",1,"4-dioxirane-5-methyl-2,5-cyclohexadienyl radical","4-dioxirane-5-methyl-2,5-cyclohexadienyl radical",,3-methyloxepinoxy,3-methyloxepinoxy,,,,300.0,2000.0,6770000000000.0,0.14,59400.0
ipso-C7H9->Toluene+H.,1,ipso-C7H9,ipso-C7H9,,Toluene | H.,Toluene,H.,,,400.0,2000.0,37600000000000.0, ,114000.0
ipso-C7H9->Benzene+.CH3,1,ipso-C7H9,ipso-C7H9,,Benzene | .CH3,Benzene,.CH3,,,400.0,2000.0,110000000000000.0, ,93800.0
ipso-C6H6D->Benzene-d+H.,1,ipso-C6H6D,ipso-C6H6D,,Benzene-d | H.,Benzene-d,H.,,,500.0,1400.0,35400000000000.0, ,115000.0
cis-HCSSH->CS2+H2,1,cis-HCSSH,cis-HCSSH,,CS2 | H2,CS2,H2,,,700.0,2000.0,60700000000.0, ,254000.0
trans-HCSSH->CS+H2S,1,trans-HCSSH,trans-HCSSH,,CS | H2S,CS,H2S,,,700.0,2000.0,17400000000.0, ,202000.0
cis-HC(S.)OH->COS+H2,1,cis-HC(S.)OH,cis-HC(S.)OH,,COS | H2,COS,H2,,,700.0,2000.0,34700000000.0, ,237000.0
trans-HC(S.)OH->CS+H2O,1,trans-HC(S.)OH,trans-HC(S.)OH,,CS | H2O,CS,H2O,,,700.0,2000.0,184000000000.0, ,313000.0
cis-HC(O.)SH->COS+H2,1,cis-HC(O.)SH,cis-HC(O.)SH,,COS | H2,COS,H2,,,700.0,2000.0,29600000000.0, ,227000.0
trans-HC(O.)SH->CO+H2S,1,trans-HC(O.)SH,trans-HC(O.)SH,,CO | H2S,CO,H2S,,,700.0,2000.0,13800000000.0, ,198000.0
OHCH2CH2CH2CH(OO.)CH3->OHC(.)HCH2CH2CH(OOH)CH3,1,OHCH2CH2CH2CH(OO.)CH3,OHCH2CH2CH2CH(OO.)CH3,,OHC(.)HCH2CH2CH(OOH)CH3,OHC(.)HCH2CH2CH(OOH)CH3,,,,463.0,523.0,64000000000.0, ,70700.0
C2H5OCHO.CH3->HCOOC2H5+.CH3,1,C2H5OCHO.CH3,C2H5OCHO.CH3,,HCOOC2H5 | .CH3,HCOOC2H5,.CH3,,,218.0,335.0,6.9e+24, ,26000.0
CH3CH2CH2CH(OO .)CH3->CH3CH2CH2CHCH3+O2,1,CH3CH2CH2CH(OO .)CH3,CH3CH2CH2CH(OO .)CH3,,CH3CH2CH2CHCH3 | O2,CH3CH2CH2CHCH3,O2,,,300.0,1800.0,5540000000000000.0,-1.07,157000.0
CH3CH2CH2CH(OO .)CH3->CH3CH=CHC2H5+HO2,1,CH3CH2CH2CH(OO .)CH3,CH3CH2CH2CH(OO .)CH3,,CH3CH=CHC2H5 | HO2,CH3CH=CHC2H5,HO2,,,300.0,1800.0,103000000000.0,1.51,126000.0
CH3CH2CH2CH(OO .)CH3->CH3C(OOH)HCH2C(.)HCH3,1,CH3CH2CH2CH(OO .)CH3,CH3CH2CH2CH(OO .)CH3,,CH3C(OOH)HCH2C(.)HCH3,CH3C(OOH)HCH2C(.)HCH3,,,,300.0,1800.0,77300000000.0,1.59,82400.0
(CH3)2C(OO.)CH2CH3->CH3C(.)HC(CH3)2OOH,1,(CH3)2C(OO.)CH2CH3,(CH3)2C(OO.)CH2CH3,,CH3C(.)HC(CH3)2OOH,CH3C(.)HC(CH3)2OOH,,,,300.0,1500.0,176000000000.0,0.70,126000.0
(CH3)2C(OO.)CH2CH3->.CH2CH2C(CH3)2OOH,1,(CH3)2C(OO.)CH2CH3,(CH3)2C(OO.)CH2CH3,,.CH2CH2C(CH3)2OOH,.CH2CH2C(CH3)2OOH,,,,300.0,1500.0,26400000000.0,1.10,91600.0
C6H5OO.->Phenyl+O2,1,C6H5OO.,C6H5OO.,,Phenyl | O2,Phenyl,O2,,,300.0,2000.0,2.56e+16,-1.37,204000.0
C6H5OO.->C6H5O+O.,1,C6H5OO.,C6H5OO.,,C6H5O | O.,C6H5O,O.,,,300.0,2000.0,313000000000000.0,-0.25,161000.0
(CH3)2CNO2->CH3C(NO2)=CH2+H.,1,(CH3)2CNO2,(CH3)2CNO2,,CH3C(NO2)=CH2 | H.,CH3C(NO2)=CH2,H.,,,970.0,1200.0,100000000000.0, ,126000.0
(CH3)2CNO2->CH3O.+CH3CNO,1,(CH3)2CNO2,(CH3)2CNO2,,CH3O. | CH3CNO,CH3O.,CH3CNO,,,970.0,1200.0,1210000000000.0, ,155000.0
(CH3)2CNO2->(CH3)2CO+NO,1,(CH3)2CNO2,(CH3)2CNO2,,(CH3)2CO | NO,(CH3)2CO,NO,,,970.0,1200.0,9100000000000.0, ,167000.0
CH(NO2)2->CH(NO2)+NO2,1,CH(NO2)2,CH(NO2)2,,CH(NO2) | NO2,CH(NO2),NO2,,,298.0,2000.0,8e+16, ,205000.0
(CH3)2C=CHCH2CH(OH)CH3->CH3CHO+(CH3)2CHCH=CH2,1,(CH3)2C=CHCH2CH(OH)CH3,(CH3)2C=CHCH2CH(OH)CH3,,CH3CHO | (CH3)2CHCH=CH2,CH3CHO,(CH3)2CHCH=CH2,,,650.0,650.0,264000000000.0,0.50,178000.0
"1-oxaspiro[2.5]octa-4,7-dien-5-yl->C6H5CH2O",1,"1-oxaspiro[2.5]octa-4,7-dien-5-yl","1-oxaspiro[2.5]octa-4,7-dien-5-yl",,C6H5CH2O,C6H5CH2O,,,,298.0,2000.0,10600000000000.0,-0.03,7029.0
"1-oxaspiro[2.5]octa-4,7-dien-5-yl->C6H5OCH2",1,"1-oxaspiro[2.5]octa-4,7-dien-5-yl","1-oxaspiro[2.5]octa-4,7-dien-5-yl",,C6H5OCH2,C6H5OCH2,,,,298.0,2000.0,11900000000000.0,0.23,40600.0
(CH3)2C(O.)CH2CH2CH2CH3->(CH3)2C(OH)CH2CH2CH(.)CH3,1,(CH3)2C(O.)CH2CH2CH2CH3,(CH3)2C(O.)CH2CH2CH2CH3,,(CH3)2C(OH)CH2CH2CH(.)CH3,(CH3)2C(OH)CH2CH2CH(.)CH3,,,,298.0,298.0,1700000000000.0, ,29300.0
CH3CH(O.)CH2CH2CH(CH3)2->(CH3)2C(.)CH2CH2CH(OH)CH3,1,CH3CH(O.)CH2CH2CH(CH3)2,CH3CH(O.)CH2CH2CH(CH3)2,,(CH3)2C(.)CH2CH2CH(OH)CH3,(CH3)2C(.)CH2CH2CH(OH)CH3,,,,243.0,283.0,25000000000.0, ,19500.0
HgOH->.OH+Hg,1,HgOH,HgOH,,.OH | Hg,.OH,Hg,,,180.0,400.0,2700000000.0, ,33800.0
(2-piperdine)-C(O)OCH2CH3->C2H4+Piperidine+CO2,1,(2-piperdine)-C(O)OCH2CH3,(2-piperdine)-C(O)OCH2CH3,,C2H4 | Piperidine | CO2,C2H4,Piperidine,CO2,,653.0,704.0,12.87, ,204000.0
(N-piperdine)-C(O)OCH2CH3->C2H4+Piperidine+CO2,1,(N-piperdine)-C(O)OCH2CH3,(N-piperdine)-C(O)OCH2CH3,,C2H4 | Piperidine | CO2,C2H4,Piperidine,CO2,,614.0,664.0,12.61, ,191000.0
(.)OP(OH)3CH3->O=P(OH)3+.CH3,1,(.)OP(OH)3CH3,(.)OP(OH)3CH3,,O=P(OH)3 | .CH3,O=P(OH)3,.CH3,,,300.0,1500.0,1.63e-12,0.05,12300.0
O=P(OH)3->H2O+HOPO2,1,O=P(OH)3,O=P(OH)3,,H2O | HOPO2,H2O,HOPO2,,,300.0,1500.0,86000000000.0,1.46,176000.0
CH2=CHSiH2CH2OH->CH2=CHSiH2OCH3,1,CH2=CHSiH2CH2OH,CH2=CHSiH2CH2OH,,CH2=CHSiH2OCH3,CH2=CHSiH2OCH3,,,,400.0,1800.0,500000000000.0, ,2460000.0
CH2=CHSiH2CH2OH->CH3SiH(OH)CH=CH2,1,CH2=CHSiH2CH2OH,CH2=CHSiH2CH2OH,,CH3SiH(OH)CH=CH2,CH3SiH(OH)CH=CH2,,,,400.0,1800.0,1700000000000.0, ,1940000.0
"but-1-yn-3-yl, 4-phenyl->(anti)-phenyl, 2-(but-1-yn-4-yl)",1,"but-1-yn-3-yl, 4-phenyl","but-1-yn-3-yl, 4-phenyl",,"(anti)-phenyl, 2-(but-1-yn-4-yl)","(anti)-phenyl, 2-(but-1-yn-4-yl)",,,,300.0,1300.0,25300000000000.0,-0.55,157000.0
"(anti)-phenyl, 2-(but-1-yn-4-yl)->(gauche)-phenyl,2-(but-1-yn-4-yl)",1,"(anti)-phenyl, 2-(but-1-yn-4-yl)","(anti)-phenyl, 2-(but-1-yn-4-yl)",,"(gauche)-phenyl,2-(but-1-yn-4-yl)","(gauche)-phenyl,2-(but-1-yn-4-yl)",,,,300.0,1300.0,2710000000000.0,0.11,15300.0
"(gauche)-phenyl,2-(but-1-yn-4-yl)->Naphthalen-2-yl, 3,4-dihydro",1,"(gauche)-phenyl,2-(but-1-yn-4-yl)","(gauche)-phenyl,2-(but-1-yn-4-yl)",,"Naphthalen-2-yl, 3,4-dihydro","Naphthalen-2-yl, 3,4-dihydro",,,,300.0,1300.0,685000000000.0,-0.10,34200.0
"Naphthalen-2-yl, 3,4-dihydro->Naphthalen-1-yl, 1,4-dihydro",1,"Naphthalen-2-yl, 3,4-dihydro","Naphthalen-2-yl, 3,4-dihydro",,"Naphthalen-1-yl, 1,4-dihydro","Naphthalen-1-yl, 1,4-dihydro",,,,300.0,1300.0,10500000000000.0,0.10,171000.0
"Naphthalen-1-yl, 1,4-dihydro->Naphthalene+H.",1,"Naphthalen-1-yl, 1,4-dihydro","Naphthalen-1-yl, 1,4-dihydro",,Naphthalene | H.,Naphthalene,H.,,,300.0,1300.0,19700000000.0,0.97,146000.0
"1,3-butadien-2-yl, 1-phenyl->phenyl, (E)-2-(buta-1,3-dien-1-yl)",1,"1,3-butadien-2-yl, 1-phenyl","1,3-butadien-2-yl, 1-phenyl",,"phenyl, (E)-2-(buta-1,3-dien-1-yl)","phenyl, (E)-2-(buta-1,3-dien-1-yl)",,,,300.0,1300.0,119000000000000.0,-0.51,158000.0
"phenyl, (E)-2-(buta-1,3-dien-1-yl)->benzocyclobutyl, 2-ethenyl",1,"phenyl, (E)-2-(buta-1,3-dien-1-yl)","phenyl, (E)-2-(buta-1,3-dien-1-yl)",,"benzocyclobutyl, 2-ethenyl","benzocyclobutyl, 2-ethenyl",,,,300.0,1300.0,554000000000.0,0.23,136000.0
"phenyl, (E)-2-(buta-1,3-dien-1-yl)->phenyl, cis-(Z)-2-(buta-1,3-dien-1-yl)",1,"phenyl, (E)-2-(buta-1,3-dien-1-yl)","phenyl, (E)-2-(buta-1,3-dien-1-yl)",,"phenyl, cis-(Z)-2-(buta-1,3-dien-1-yl)","phenyl, cis-(Z)-2-(buta-1,3-dien-1-yl)",,,,900.0,1800.0,10000000000000.0, ,188000.0
"benzocyclobutyl, 2-ethenyl->Phenyl, trans-(Z)-2-(buta-1,3-dien-1-yl)",1,"benzocyclobutyl, 2-ethenyl","benzocyclobutyl, 2-ethenyl",,"Phenyl, trans-(Z)-2-(buta-1,3-dien-1-yl)","Phenyl, trans-(Z)-2-(buta-1,3-dien-1-yl)",,,,300.0,1300.0,700000000000.0,0.41,177000.0
"Phenyl, trans-(Z)-2-(buta-1,3-dien-1-yl)->phenyl, cis-(Z)-2-(buta-1,3-dien-1-yl)",1,"Phenyl, trans-(Z)-2-(buta-1,3-dien-1-yl)","Phenyl, trans-(Z)-2-(buta-1,3-dien-1-yl)",,"phenyl, cis-(Z)-2-(buta-1,3-dien-1-yl)","phenyl, cis-(Z)-2-(buta-1,3-dien-1-yl)",,,,300.0,1300.0,885000000000.0,0.20,22500.0
(.)CH2(CH2)3CHO->cyclopentyloxy,1,(.)CH2(CH2)3CHO,(.)CH2(CH2)3CHO,,cyclopentyloxy,cyclopentyloxy,,,,298.0,298.0,100000000000.0, ,48600.0
(.)CH2(CH2)3CHO->CH2=CHCH2CH2CHO+H.,1,(.)CH2(CH2)3CHO,(.)CH2(CH2)3CHO,,CH2=CHCH2CH2CHO | H.,CH2=CHCH2CH2CHO,H.,,,298.0,298.0,5890000000000.0, ,151000.0
(.)CH2(CH2)3CHO->C2H4+.CH2CH2CHO,1,(.)CH2(CH2)3CHO,(.)CH2(CH2)3CHO,,C2H4 | .CH2CH2CHO,C2H4,.CH2CH2CHO,,,298.0,298.0,39800000000000.0, ,130000.0
InCH3(singlet)->.CH3+In,1,InCH3(singlet),InCH3(singlet),,.CH3 | In,.CH3,In,,,700.0,1000.0,94500000000000.0, ,220000.0
InCH3(triplet)->.CH3+In,1,InCH3(triplet),InCH3(triplet),,.CH3 | In,.CH3,In,,,700.0,1000.0,29500000.0, ,10100.0
(.)CH=CH-C#N->HCCCN+H.,1,(.)CH=CH-C#N,(.)CH=CH-C#N,,HCCCN | H.,HCCCN,H.,,,1350.0,1950.0,10000000000000.0, ,167000.0
"1-Phenylbut-3-en-2-yl->2,3-Dihydro-1-methylinden-2-yl",1,1-Phenylbut-3-en-2-yl,1-Phenylbut-3-en-2-yl,,"2,3-Dihydro-1-methylinden-2-yl","2,3-Dihydro-1-methylinden-2-yl",,,,500.0,2500.0,4000000000000.0, ,104000.0
1-Phenylbut-3-en-2-yl->1-Phenylbut-3-en-2-yl,1,1-Phenylbut-3-en-2-yl,1-Phenylbut-3-en-2-yl,,1-Phenylbut-3-en-2-yl,1-Phenylbut-3-en-2-yl,,,,500.0,2500.0,1500000000000.0, ,108000.0
"1-Phenylbut-3-en-2-yl->H.+1-Phenyl-1,3-butadiene(E)",1,1-Phenylbut-3-en-2-yl,1-Phenylbut-3-en-2-yl,,"H. | 1-Phenyl-1,3-butadiene(E)",H.,"1-Phenyl-1,3-butadiene(E)",,,500.0,2500.0,2400000000000.0, ,196000.0
"1-Phenylbut-3-en-2-yl->1,3-Butadiene+Phenyl",1,1-Phenylbut-3-en-2-yl,1-Phenylbut-3-en-2-yl,,"1,3-Butadiene | Phenyl","1,3-Butadiene",Phenyl,,,500.0,2500.0,2790000000000000.0,-1.00,205000.0
1-Phenylbut-3-en-2-yl->1-Phenylbut-3-en-2-yl,1,1-Phenylbut-3-en-2-yl,1-Phenylbut-3-en-2-yl,,1-Phenylbut-3-en-2-yl,1-Phenylbut-3-en-2-yl,,,,500.0,2500.0,31000000000.0, ,188000.0
"1-Phenylbut-3-en-2-yl->1,4,4a,8a-Tetrahydronaphthalen-4a-yl",1,1-Phenylbut-3-en-2-yl,1-Phenylbut-3-en-2-yl,,"1,4,4a,8a-Tetrahydronaphthalen-4a-yl","1,4,4a,8a-Tetrahydronaphthalen-4a-yl",,,,500.0,2500.0,46000000000.0, ,103000.0
"1,4,4a,8a-Tetrahydronaphthalen-4a-yl->1,4-Dihydronaphthalene+H.",1,"1,4,4a,8a-Tetrahydronaphthalen-4a-yl","1,4,4a,8a-Tetrahydronaphthalen-4a-yl",,"1,4-Dihydronaphthalene | H.","1,4-Dihydronaphthalene",H.,,,500.0,2500.0,7800000000000.0, ,133000.0
"1,4,4a,8a-Tetrahydronaphthalen-4a-yl->1-Phenylbut-3-en-2-yl",1,"1,4,4a,8a-Tetrahydronaphthalen-4a-yl","1,4,4a,8a-Tetrahydronaphthalen-4a-yl",,1-Phenylbut-3-en-2-yl,1-Phenylbut-3-en-2-yl,,,,500.0,2500.0,1700000000000.0, ,86600.0
(CH3)2C(OH)C(O)OCH3->CH3OH+(CH3)2CO+CO,1,(CH3)2C(OH)C(O)OCH3,(CH3)2C(OH)C(O)OCH3,,CH3OH | (CH3)2CO | CO,CH3OH,(CH3)2CO,CO,,653.0,713.0,23400000000000.0, ,218000.0
(.)P(OH)4->O=P(.)(OH)2+H2O,1,(.)P(OH)4,(.)P(OH)4,,O=P(.)(OH)2 | H2O,O=P(.)(OH)2,H2O,,,300.0,1500.0,286000000000.0,0.91,113000.0
ethyl 3-phenyl glycidate->C2H4+Phenylethanal+CO2,1,ethyl 3-phenyl glycidate,ethyl 3-phenyl glycidate,,C2H4 | Phenylethanal | CO2,C2H4,Phenylethanal,CO2,,623.0,673.0,1410000000000.0, ,190000.0
ethyl 3-methyl-3-phenyl glycidate->C6H5CH(CH3)CHO+C2H4+CO2,1,ethyl 3-methyl-3-phenyl glycidate,ethyl 3-methyl-3-phenyl glycidate,,C6H5CH(CH3)CHO | C2H4 | CO2,C6H5CH(CH3)CHO,C2H4,CO2,,624.0,664.0,1050000000000.0, ,183000.0
"phenyl, cis-(Z)-2-(buta-1,3-dien-1-yl)->Naphthalen-1-yl, 1,4-dihydro",1,"phenyl, cis-(Z)-2-(buta-1,3-dien-1-yl)","phenyl, cis-(Z)-2-(buta-1,3-dien-1-yl)",,"Naphthalen-1-yl, 1,4-dihydro","Naphthalen-1-yl, 1,4-dihydro",,,,300.0,1300.0,14900000000.0,0.91,4000.0
"phenyl, 2-(E-2-phenylethenyl)->benzocyclobutyl, 2-phenyl",1,"phenyl, 2-(E-2-phenylethenyl)","phenyl, 2-(E-2-phenylethenyl)",,"benzocyclobutyl, 2-phenyl","benzocyclobutyl, 2-phenyl",,,,300.0,1300.0,334000000000.0,0.13,127000.0
"benzocyclobutyl, 2-phenyl->phenyl, 2-(Z-2-phenylethyl)",1,"benzocyclobutyl, 2-phenyl","benzocyclobutyl, 2-phenyl",,"phenyl, 2-(Z-2-phenylethyl)","phenyl, 2-(Z-2-phenylethyl)",,,,300.0,1300.0,360000000000.0,0.48,191000.0
"phenyl, 2-(Z-2-phenylethyl)->4,4a-dihydrophenanthren-4-yl",1,"phenyl, 2-(Z-2-phenylethyl)","phenyl, 2-(Z-2-phenylethyl)",,"4,4a-dihydrophenanthren-4-yl","4,4a-dihydrophenanthren-4-yl",,,,300.0,1300.0,271000000000.0,1.00E-02,17500.0
"4,4a-dihydrophenanthren-4-yl->Phenanthrene+H.",1,"4,4a-dihydrophenanthren-4-yl","4,4a-dihydrophenanthren-4-yl",,Phenanthrene | H.,Phenanthrene,H.,,,300.0,1300.0,138000000000.0,0.65,89300.0
CH3CH2Te->.C2H5+Te,2,CH3CH2Te,CH3CH2Te,,.C2H5 | Te,.C2H5,Te,,,900.0,1000.0,0.03,-4.93,168000.0
CF3C(O)OO(.)+CF3C(O)OO(.)->O2+CF3C(O)O+CF3C(O)O,2,CF3C(O)OO(.) | CF3C(O)OO(.),CF3C(O)OO(.),CF3C(O)OO(.),O2 | CF3C(O)O | CF3C(O)O,O2,CF3C(O)O,CF3C(O)O,,210.0,295.0,3.7e-12, ,-2245.0
CF3CFHO->HFCO+.CF3,1,CF3CFHO,CF3CFHO,,HFCO | .CF3,HFCO,.CF3,,,235.0,318.0,740000000000.0, ,39200.0
HN(NO2)2-NH3->NH3+HN(NO2)2,2,HN(NO2)2-NH3,HN(NO2)2-NH3,,NH3 | HN(NO2)2,NH3,HN(NO2)2,,,433.0,673.0,4.98e-12, ,48100.0
CH3CH(OH)CH(CH3)OO(.)+CH3CH(OH)CH(CH3)OO(.)->O2+HOCH(CH3)CH(CH3(O(.)+HOCH(CH3)CH(CH3(O(.),2,CH3CH(OH)CH(CH3)OO(.) | CH3CH(OH)CH(CH3)OO(.),CH3CH(OH)CH(CH3)OO(.),CH3CH(OH)CH(CH3)OO(.),O2 | HOCH(CH3)CH(CH3(O(.) | HOCH(CH3)CH(CH3(O(.),O2,HOCH(CH3)CH(CH3(O(.),HOCH(CH3)CH(CH3(O(.),,303.0,421.0,40000.0, ,29900.0
CS2OH->CS2+.OH,2,CS2OH,CS2OH,,CS2 | .OH,CS2,.OH,,,250.0,300.0,1.6e-06, ,42900.0
CH2ClCH2O2+CH2ClCH2O2->O2+CH2ClCH2O+CH2ClCH2O,2,CH2ClCH2O2 | CH2ClCH2O2,CH2ClCH2O2,CH2ClCH2O2,O2 | CH2ClCH2O | CH2ClCH2O,O2,CH2ClCH2O,CH2ClCH2O,,253.0,345.0,9.73e-14, ,-7059.0
CH2ClCH2O2+CH2ClCH2O2->CH2ClCH2OH+CH2ClCHO+O2,2,CH2ClCH2O2 | CH2ClCH2O2,CH2ClCH2O2,CH2ClCH2O2,CH2ClCH2OH | CH2ClCHO | O2,CH2ClCH2OH,CH2ClCHO,O2,,253.0,345.0,1.6e-18, ,-32000.0
CH2CH(NF2)Br->CH2=CHBr+NF2,2,CH2CH(NF2)Br,CH2CH(NF2)Br,,CH2=CHBr | NF2,CH2=CHBr,NF2,,,330.0,430.0,5.25e-07, ,48100.0
CH2CH(NF2)Cl->CH2=CHCl+NF2,2,CH2CH(NF2)Cl,CH2CH(NF2)Cl,,CH2=CHCl | NF2,CH2=CHCl,NF2,,,330.0,430.0,4.78e-08, ,40600.0
"Cyclopentyl, 2-(difluoroamino)-->Cyclopentene+NF2",2,"Cyclopentyl, 2-(difluoroamino)-","Cyclopentyl, 2-(difluoroamino)-",,Cyclopentene | NF2,Cyclopentene,NF2,,,330.0,430.0,1.45e-06, ,48600.0
(CH3)2C(NF2)C(CH3)2->(CH3)2C=C(CH3)2+NF2,2,(CH3)2C(NF2)C(CH3)2,(CH3)2C(NF2)C(CH3)2,,(CH3)2C=C(CH3)2 | NF2,(CH3)2C=C(CH3)2,NF2,,,330.0,430.0,8.72e-07, ,36800.0
CH3CH(NF2)C(CH3)2->(CH3)2C=CHCH3+NF2,2,CH3CH(NF2)C(CH3)2,CH3CH(NF2)C(CH3)2,,(CH3)2C=CHCH3 | NF2,(CH3)2C=CHCH3,NF2,,,330.0,430.0,4.9e-07, ,38900.0
(CH3)2CCH2NF2->iso-C4H8+NF2,2,(CH3)2CCH2NF2,(CH3)2CCH2NF2,,iso-C4H8 | NF2,iso-C4H8,NF2,,,330.0,430.0,1.07e-08, ,31300.0
CH3CH(NF2)CHCH3->(E)-2-C4H8+NF2,2,CH3CH(NF2)CHCH3,CH3CH(NF2)CHCH3,,(E)-2-C4H8 | NF2,(E)-2-C4H8,NF2,,,330.0,430.0,0.000148, ,60300.0
CH3CH(NF2)CHCH3->(Z)-2-C4H8+NF2,2,CH3CH(NF2)CHCH3,CH3CH(NF2)CHCH3,,(Z)-2-C4H8 | NF2,(Z)-2-C4H8,NF2,,,330.0,430.0,4.37e-05, ,57700.0
C2H5CHCH2NF2->1-C4H8+NF2,2,C2H5CHCH2NF2,C2H5CHCH2NF2,,1-C4H8 | NF2,1-C4H8,NF2,,,330.0,430.0,4.47e-09, ,31800.0
HOOCH2O->CH2O+HO2,1,HOOCH2O,HOOCH2O,,CH2O | HO2,CH2O,HO2,,,200.0,600.0,1280000000000.0, ,56500.0
Cl(ClO2)->ClO+ClO,2,Cl(ClO2),Cl(ClO2),,ClO | ClO,ClO,ClO,,,180.0,500.0,5.12e-06,-4.90,53900.0
